arcs,configuration,family,flow_solves,instance,macroitems,median_seconds,nodes,objective,oracle_calls,origin,peak_rss_bytes,pivots,replicas,solved,solver_seconds,spread_seconds,status
3922,parametric,minelib-derived,93.0,minelib_newman1,47,0.03421217200229876,1060,,93.0,DATA/MINELIB/INSTANCES.zip,24535040,0.0,2,2,0.0207062045,0.004116455995244905,optimal
3922,ratio-closure-dual,minelib-derived,0.0,minelib_newman1,47,1.420002011996985,1060,,47.0,DATA/MINELIB/INSTANCES.zip,24535040,27742.0,2,2,1.4103637315,0.09665903200220782,optimal
3922,ratio-closure-tuned,minelib-derived,0.0,minelib_newman1,47,1.775956628494896,1060,,47.0,DATA/MINELIB/INSTANCES.zip,24535040,48974.0,2,2,1.764553563,0.19892698500189,optimal
3922,ratio-closure-warm,minelib-derived,0.0,minelib_newman1,47,0.2471044899939443,1060,,47.0,DATA/MINELIB/INSTANCES.zip,24535040,6915.0,2,2,0.23869096750000002,0.005053442015196197,optimal
3922,ratio-closure-warm-dual,minelib-derived,0.0,minelib_newman1,47,0.3075548350097961,1060,,47.0,DATA/MINELIB/INSTANCES.zip,24535040,8036.0,2,2,0.2959245235,0.003955620006308891,optimal
1661,dinkelbach,pckp-historical,639.0,pckp_A_972_1661,86,0.1602108104925719,972,,86.0,DATA/INSTANCES/PCKP_BB/instances,24535040,0.0,2,2,0.15129129800000002,0.004683911000029184,optimal
1661,parametric,pckp-historical,171.0,pckp_A_972_1661,86,0.02867135650012642,972,,171.0,DATA/INSTANCES/PCKP_BB/instances,24535040,0.0,2,2,0.020409604499999998,0.004116228985367343,optimal
1661,ratio-closure-dual,pckp-historical,0.0,pckp_A_972_1661,86,0.2444249059917638,972,,86.0,DATA/INSTANCES/PCKP_BB/instances,24535040,14818.0,2,2,0.23374581900000002,0.0006275979976635426,optimal
1661,ratio-closure-tuned,pckp-historical,0.0,pckp_A_972_1661,86,0.11909734600340016,972,,86.0,DATA/INSTANCES/PCKP_BB/instances,24535040,8503.0,2,2,0.11077751250000001,0.004985414008842781,optimal
1661,ratio-closure-warm,pckp-historical,0.0,pckp_A_972_1661,86,0.046561677496356424,972,,86.0,DATA/INSTANCES/PCKP_BB/instances,24535040,1056.0,2,2,0.040211803500000004,0.001171383002656512,optimal
1661,ratio-closure-warm-dual,pckp-historical,0.0,pckp_A_972_1661,86,0.050166387503850274,972,,86.0,DATA/INSTANCES/PCKP_BB/instances,24535040,1437.0,2,2,0.0425671375,0.000865417008753866,optimal
2101,dinkelbach,pckp-historical,15.0,pckp_L_349_2101,4,0.010567588491539937,349,,4.0,DATA/INSTANCES/PCKP_BB/instances,22355968,0.0,2,2,0.0048107735,0.00012513100227806717,optimal
2101,parametric,pckp-historical,7.0,pckp_L_349_2101,4,0.010211325505224522,349,,7.0,DATA/INSTANCES/PCKP_BB/instances,22355968,0.0,2,2,0.0012156175000000002,0.0017195489926962182,optimal
2101,ratio-closure-dual,pckp-historical,0.0,pckp_L_349_2101,4,0.04824631650262745,349,,4.0,DATA/INSTANCES/PCKP_BB/instances,22355968,1942.0,2,2,0.037929981,0.0016829509841045365,optimal
2101,ratio-closure-tuned,pckp-historical,0.0,pckp_L_349_2101,4,0.04885745399951702,349,,4.0,DATA/INSTANCES/PCKP_BB/instances,22355968,1361.0,2,2,0.042651666500000004,0.000508112003444694,optimal
2101,ratio-closure-warm,pckp-historical,0.0,pckp_L_349_2101,4,0.0484383209986845,349,,4.0,DATA/INSTANCES/PCKP_BB/instances,22355968,1361.0,2,2,0.038898569,0.0026140620175283402,optimal
2101,ratio-closure-warm-dual,pckp-historical,0.0,pckp_L_349_2101,4,0.04437751799559919,349,,4.0,DATA/INSTANCES/PCKP_BB/instances,22355968,1781.0,2,2,0.0377620865,9.806400339584798e-05,optimal
